MACHINE_TYPE,OPERATION,NORMALIZED_MILESTONE,NOTIFICATION_NUMBER,NOTIFICATION_DESCRIPTION,CAUSE_TEXT,BREAKDOWN_DURATION_MIN,Air_Issue_number,Air_Issue_Summary,Air_Issue_Status,ME_FUNCTIONAL_CLUSTER,B_CODE,Issue_Functional_cluster,Issue_Owner,Initiator,Solver,Leading_issue,Issue_Ownership_FC,FC_Match,Combined_FC,Artificial_Issue_Owner,Final_FC_score,Final_FC_topk,Artificial_Issue_Owner_Confidence,Order_number,Order_type,Variable_1_desc,Variable_3_desc,CC_Variable_1_desc_active,Equipment_affected_description,Bucketing_App_Owner,Order_number_norm,Functional_Cluster_Final_Owner,Final_Owner_Tier,BREAKDOWN_DURATION_HRS
NXT1980FI,M11432304_T,MS,210980659,Bolt lost in UXL2 assembly.,Inside plate was coming off,98.25,P744281,B3 - TF FAB NXT EXE Work Center SP Workmanship issues '24,Open,010,B3 - Procedure / process is not followed,,ppreez,mbourzgu,,,FC-028 Lot - Production Control; IC-004 Overlay Performance; IC-005 Productivity,FALSE,FC-028 Lot - Production Control; IC-004 Overlay Performance; IC-005 Productivity,IC-005,0.018409046,IC-005:0.018; FC-028:0.005,Low,,,,,,,,,IC-005,Artificial_Issue_Owner,1.6375
NXT1980FI,M269845_T,MS02B,211151226,SADR - Failed - SF-41F0,FIR interlock not properly connected,337.4333333,P769146,B3 - Procedure is not followed - System Integration NXT - 24Q2,Closed,005,B3 - Skills / training needed,,wibaselm,wibaselm,,,,FALSE,,,,,NoEvidence,211151226,Disturbance notif.,FC-005 AL/WA,7. Structural - added to AIR,FC-005 AL/WA,NXT4:1980FI,FC-005,211151226,FC-005,Bucketing_App_Owner,5.623888888888883
NXT1980FI,M25050483_T,MS03-06,211158151,SFPE - Failed - Failed -  SF-480B,Interlock issue,224.55,P610897,4C/2CFCP non robust dip switches design causing Interlock issues - SIL 3 switch required,Open,062,B3 - Skills / training needed,FC-005,megan,atork,,,,FALSE,FC-005,,,,,211158151,Disturbance notif.,FC-005 AL/WA,7. Structural - added to AIR,FC-005 AL/WA,NXT4:1980FI,FC-005,211158151,FC-005,Official_AIR,3.7425
NXT1980FI,M28020479_T,MS11,210864803,SZLA - OOS - Result Validation failed wi,Contaminated lens,565.6333333,P671060,"[XLD NXT] Every year 1-2 lenses are rejected due to contamination, but we have no approach to identify the source --> INVESTIGATE ONLY AND MAKE PROPOSAL",Open,012,B8 - Design (HW/SW),FC-012,sgeijn,timberg,elhuerta,,FC-009 Dose Control; FC-012 Projection; FC-015 Immersion; FC-038 Optical Column conditioning,TRUE,FC-012 | FC-009 Dose Control; FC-012 Projection; FC-015 Immersion; FC-038 Optical Column conditioning,,,,,,,,,,,,,FC-012,Official_AIR,9.427222222222216
NXT1980FI,M2839554_T,MS02B,210810093,GK - Failed -  IH-02C7,SHB ELEC X26 not connected after TSing,356.2833333,,,,057,B3 - Procedure / process is not followed,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-057,MOID,5.938055556
NXT1980FI,M29691014_T,MS,211210550,SZLA - Failed - WP-2C1D,PAAC NOK,519.1166667,,,,012,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-012,MOID,8.651944444
NXT1980FI,M2839554_T,MS02B,211115726,GK set to ON fails,IH driver / electronics is in an error,222.0333333,,,,057,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,211115726,Disturbance notif.,FC-057 CT,5. Incident,FC-057 CT,NXT4:1980FI,FC-057,211115726,FC-057,Bucketing_App_Owner,3.700555556
NXT1980FI,NON EXECUTION- DN CREATION STEP,MS14C,211116912,3 Operators have meetings,3 Operators have meetings,23.91666667,P756702,B3 - No manpower / Team meeting - NXT Prepack 2024,Open,IC16,B3 - No manpower,,mthijss2,mthijss2,,,IC-016 Sequence integration; None No functions,FALSE,IC-016 Sequence integration; None No functions,IC-016,0.020972305566180037,IC-016:0.021,Low,,,,,,,,,IC-016,Artificial_Issue_Owner,0.39861111111111164
NXT1980FI,M293582_T,MS02B,211001084,Continue Sequence outside of POD,Working outside POD,231.6666667,,,,010,B7 - Sequence issue,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-010,MOID,3.8611111111111165
NXT1980FI,M325621_T,MS02B,211176829,init RS nok on CN-00C0,WS & RS fails on CN-00C0,948.7833333,,,,004,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,211176829,Disturbance notif.,FC-004 RS,5. Incident,FC-004 RS,NXT4:1980FI,FC-004,211176829,FC-004,Bucketing_App_Owner,15.813055555555549
NXT1980FI,M16856394_16955651_T,MS10,210849792,WELLE Purging Unstable,Welle humidity sensor NOK,1165.45,,,,065,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-065,MOID,19.424166666666668
NXT1980FI,M1350047_T,MS14A,211242377,UPW ADT crash,Unknown - Software Hiccup,89.1,P672983,DN solved by powercycle/ software reset (NXT),Aborted,057,B8 - Design (HW/SW),FC-057,jvanbrie,thvander,,,FC-014 Thermal architecture; FC-057 EC&I Infrastructure,TRUE,FC-057 | FC-014 Thermal architecture; FC-057 EC&I Infrastructure,,,,,211242377,Disturbance notif.,FC-057 CT,7. Structural - added to AIR,FC-057 CT,NXT4:1980FI,FC-057,211242377,FC-057,Official_AIR,1.4849999999999999
NXT1980FI,M28020479_T,MS11,210969417,Lens Contamination Check (SZLA) NOK,"Lens contamination, P519749",536.35,P519749,"LSC test on NXT2050/2000 gives false NOK's because specs are based on limited population. Also, LSC modelling results NOK on 1980F. See DN: 210448024",Closed,012,B8 - Design (HW/SW),FC-012,johe,rzwart,chguo,,,FALSE,FC-012,,,,,210969417,Disturbance notif.,FC-012 PR/IC,,FC-012 PR/IC,NXT4:1980FI,FC-012,210969417,FC-012,Official_AIR,8.939166666666667
NXT1980FI,M2556741_P,MS14C,210965454,WH Locking bolt damaged and unusable,Unknown,0,,,,001,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-001,MOID,0
NXT1980FI,M301881_T,MS02B,211190860,HIEI - Failed - DV-004B,Z3 index puls not found,1270.05,,,,015,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-015,MOID,21.1675
NXT1980FI,M15814428_T,MS03-06,211080164,IMTS.01 - OOS - Chuck 2,VD damper bolts NOK,1359.316667,,,,031,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,211080164,Disturbance notif.,FC-031 SP/IF/PC,6. Incident - Solved,FC-031 SP/IF/PC,NXT4:1980FI,FC-031,211080164,FC-031,Bucketing_App_Owner,22.655277777777833
NXT1980FI,M3149947_T,MS03-06,210813572,PWWT - SS1 NOK,Spec will be updated,89.2,P739503,WS mk4/5.x: PWWT/NIMA CM/SI go OOS on PMQT/TR/TEST (collection of cases for later spec update),Open,003,B8 - Design (HW/SW),,skappel,ivrodrig,mheerebe,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-003,MOID,1.4866666666666668
NXT1980FI,M477191_T_1980,MS03-06,210888247,OESL - Failed - MI-FD47,redundant DN,4.666666667,,,,015,B3 - Logging redundant or unnecessary,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-015,MOID,0.077777778
NXT1980FI,M25947214_T,MS11,210857788,WBST NOK,Contamination on the grippers,571.2666667,,,,012,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,210857788,Disturbance notif.,FC-062 ME-LE,,FC-062 ME-LE,NXT4:1980FI,FC-062,210857788,FC-062,Bucketing_App_Owner,9.521111111111116
NXT1980FI,NON EXECUTION- DN CREATION STEP,MS14C,210816293,Valves not closed after draining MB,Not following procedure,0,P745977,B3 - Procedure is not followed  - Prepack NXT 2024,Open,IC16,B3 - Procedure / process is not followed,,jhoog,mhamblok,micwille,P748535,"FC-019 Install, Handling and Transport; FC-020 Mechanical System Layout; FC-033 Mechanical constructions",FALSE,"FC-019 Install, Handling and Transport; FC-020 Mechanical System Layout; FC-033 Mechanical constructions",FC-019,0.16992213196076175,FC-019:0.170; FC-033:0.056,High,,,,,,,,,FC-019,Artificial_Issue_Owner,0
NXT1980FI,M7158172_T,MS,210769431,System unresponsive/bricked,Patch update messup,15.6,,,,015,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-015,MOID,0.26
NXT1980FI,M31710712_T,MS12-13,210605937,RZ limiter torque repair,RZ limiter torque NOK,0,P711502,NXT WS BLD: RZ PIN TENSION Tool Defect,Closed,IC04,B2 - Materials quality/ Upstream quality,FC-003,skappel,lvinuesa,amannana,,FC-003 Wafer Positioning,TRUE,FC-003 | FC-003 Wafer Positioning,,,,,,,,,,,,,FC-003,Official_AIR,0
NXT1980FI,M32874228_T,MS,211043034,Expose E0 SSCF - Mx actions failed,Not able to run lot,349.4,,,,009,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-009,MOID,5.823333333333333
NXT1980FI,M2385343_T,MS,210793118,LUBI.01 - OOS - Final LBI amplitude MMC2,Combined performance result OK,29.76666667,,,,010,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-010,MOID,0.49611111111111167
NXT1980FI,M322534_T,MS03-06,211213738,Startup drivers - Failed - CN-0001,"communication error, unknown",41.28333333,,,,002,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-002,MOID,0.6880555555555551
NXT1980FI,M25050483_T,MS03-06,211107842,EVWT - OOS - Focus Maximum m3s result  -,bottom side contamination,4098.8,P869295,WT contamination where likely cause is downstream of PLC,Open,062,B2 - Materials quality/ Upstream quality,,kbroodry,kbroodry,,,FC-003 Wafer Positioning; FC-048 Wafer clamping; FC-050 Wafer table cleaning,FALSE,FC-003 Wafer Positioning; FC-048 Wafer clamping; FC-050 Wafer table cleaning,FC-048,0.29725105236164645,FC-048:0.297; FC-003:0.237,High,211107842,Disturbance notif.,FC-048 WT,,FC-048 WT,NXT4:1980FI,FC-048,211107842,FC-048,Bucketing_App_Owner,68.31333333333333
NXT1980FI,M5757382_T,MS02B,211103453,PWRM wrong format,Wrong input provided,0,,,,003,B3 - Procedure / process is not followed,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-003,MOID,0
NXT1980FI,M28795113_T,MS,211145680,DYPENT - OOC - 200 Hz ACC2Z E1,Dypent run before MAFF,187.85,,,,032,B7 - Sequence issue,,,,,,,FALSE,,,,,NoEvidence,211145680,Disturbance notif.,FC-032 AM/DY,6. Incident - Solved,FC-032 AM/DY,NXT4:1980FI,FC-032,211145680,FC-032,Bucketing_App_Owner,3.1308333333333334
NXT1980FI,M3151397_T,MS03-06,211192984,PWPV.01 - OOS - Standstill C1 Meas & Exp,NXT WS MK5I PPL-DHA NOK,172.3333333,P818574,PPL-DHA (All MK5 PMs) Pressure Sensor Offset Drift (oil leakage),Open,003,B2 - Materials quality/ Upstream quality,FC-003,skappel,dwhorisk,roheuts,,FC-003 Wafer Positioning,TRUE,FC-003 | FC-003 Wafer Positioning,,,,,,,,,,,,,FC-003,Official_AIR,2.872222222222217
NXT1980FI,M314522_T,MS14A,210872268,PIWP Prepship - Failed - MU-92F9, WELLE actuator fiber jamming WELLE,88.76666667,,,,012,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-012,MOID,1.479444444444445
NXT1980FI,M20916135_T,MS,210974901,Init Drivers - Failed - LH-083A,lens overpressure OOL,124.0833333,P573277,[Collecting Data] TWINSCAN Software Hiccup / Init drivers solves DN/SO. Cause unknown.,Open,063,B8 - Design (HW/SW),,weiss,weiss,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-063,MOID,2.068055556
NXT1980FI,M10823372_T,MS03-06,210945246,WBST NOK,WBST NOK due to TSU contamination,833.1833333,P335411,Sustapeek Introduction to Mk5-7,Open,007,B3 - Material damaged contaminated lost,FC-001,rovoets,wbobrows,nschmitz,,,FALSE,FC-001,,,,,210945246,Disturbance notif.,FC-001 WH,,FC-001 WH,NXT4:1980FI,FC-001,210945246,FC-001,Official_AIR,13.886388888888884
NXT1980FI,M1444864_T,MS,211139939, RQ-B009 RS phase init_chucks,CDA facilities issues,605.6166667,P480555,B5 - [Data Gathering] - B5 Facility Issues at TF,Aborted,031,B5 - Facility,,robibakk,ybosmans,,,,FALSE,,,,,NoEvidence,211139939,Disturbance notif.,FC-031 SP/IF/PC,7. Structural - added to AIR,FC-031 SP/IF/PC,NXT4:1980FI,FC-031,211139939,FC-031,Bucketing_App_Owner,10.093611111111118
NXT1980FI,M293582_T,MS02B,211010634,ULBS - Failed - MG-3205,Wrong cable connected to LICB,0,P766580,B3 at FN-LA,Open,010,B2 - Materials quality/ Upstream quality,,gmarques,peijnde,,,FC-009 Dose Control; FC-010 Illumination; FC-011 Reticle Masking,FALSE,FC-009 Dose Control; FC-010 Illumination; FC-011 Reticle Masking,FC-010,0.15848310970477603,FC-010:0.158; FC-009:0.103; FC-011:0.096,High,,,,,,,,,FC-010,Artificial_Issue_Owner,0
NXT1980FI,M3149947_T,MS03-06,210885127,PWWT.01 - OOS - SS2MF_expose_wet - ry CM,spec needs update,91.6,P739503,WS mk4/5.x: PWWT/NIMA CM/SI go OOS on PMQT/TR/TEST (collection of cases for later spec update),Open,003,B8 - Design (HW/SW),,skappel,ivrodrig,mheerebe,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-003,MOID,1.5266666666666666
NXT1980FI,M17505694_T,MS02B,210985409,WH init - Failed - WB-3000,WH flow sensor not connected,307.55,,,,001,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-001,MOID,5.1258333333333335
NXT1980FI,M21954768_T,MS12-13,210840876,90nm_DIDT NOK,Issue with Wafer at Service Lab,581.4666667,P480554,B9 - {DATA GATHERING} Servicelab related disturbances ,Open,IC03,B9 - Process Lab,,mkandela,jvanbrie,,,,FALSE,,,,,NoEvidence,210840876,Disturbance notif.,IC-003 PR,7. Structural - added to AIR,IC-003 PR,NXT4:1980FI,IC-003,210840876,IC-003,Bucketing_App_Owner,9.691111111111118
NXT1980FI,M326172_T,MS02B,211129776,Emergency Removal Transition Lock,Missing key for transition lock,0,,,,004,B4 - Tooling Own Workcenter,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-004,MOID,0
NXT1980FI,M2913721_T,MS,211172326,MAPG.07 - OOS - Parasitic stiffness betw,Procedure not followed,367.1833333,P744281,B3 - TF FAB NXT EXE Work Center SP Workmanship issues '24,Open,032,B3 - Procedure / process is not followed,,ppreez,mbourzgu,,,FC-028 Lot - Production Control; IC-004 Overlay Performance; IC-005 Productivity,FALSE,FC-028 Lot - Production Control; IC-004 Overlay Performance; IC-005 Productivity,IC-005,0.021791920723724042,IC-005:0.022; FC-028:0.006,Low,211172326,Disturbance notif.,FC-032 AM/DY,7. Structural - added to AIR,FC-032 AM/DY,NXT4:1980FI,FC-032,211172326,FC-032,Bucketing_App_Owner,6.119722222222217
NXT1980FI,NON EXECUTION- DN CREATION STEP,MS14C,210846533,missing locking 4022.481.6720,Locking misssing in set,0,,,,IC16,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,IC-016,MOID,0
NXT1980FI,M615532_T,MS02B,210890417,RM MC's NOK,No NXT ReMa Mk5,0,P701074,B1 - [Data Gathering] - Work Center SP Material Availability DN/MN,Open,024,B1 - Material Availability,,robibakk,robibakk,,,,FALSE,,,,,NoEvidence,210890417,Disturbance notif.,FC-024 CS,7. Structural - added to AIR,FC-024 CS,NXT4:1980FI,FC-024,210890417,FC-024,Bucketing_App_Owner,0
NXT1980FI,M322620_T,MS14A,211004525,CO2 safety box NOK cosmetically,Missing cap on adjustment knob,47.68333333,,,,002,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-002,MOID,0.7947222222222217
NXT1980FI,M25050483_T,MS03-06,211204567,EVWT - Failed - ER-0020,WTQT foups NOK,170.9666667,,,,062,B4 - Defect/Incompl/Calibrate Toolcabin,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-062,MOID,2.849444444
NXT1980FI,M615532_T,MS02B,210897176,Deviating design constants found in Test,RM MCs deviate from default Mk5 to Mk4,83.58333333,,,,024,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,210897176,Disturbance notif.,FC-011 RM,,FC-011 RM,NXT4:1980FI,FC-011,210897176,FC-011,Bucketing_App_Owner,1.393055555555555
NXT1980FI,M3149947_T,MS03-06,211146796,PWWT - OOS SS2 CM in Ry 3200Hz,Speclines too tight,0,P739503,WS mk4/5.x: PWWT/NIMA CM/SI go OOS on PMQT/TR/TEST (collection of cases for later spec update),Open,003,B8 - Design (HW/SW),,skappel,ivrodrig,mheerebe,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-003,MOID,0
NXT1980FI,M15359773_T,MS02B,211114169,IMED - Failed - IM-7590,Contaminated X encoder,341.0833333,,,,031,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,211114169,Disturbance notif.,FC-031 SP/IF/PC,5. Incident,FC-031 SP/IF/PC,NXT4:1980FI,FC-031,211114169,FC-031,Bucketing_App_Owner,5.6847222222222165
NXT1980FI,M3973576_T,MS03-06,211001060,WP-2C1D WSL WATER LEAKAGE DETECTED,hose ICCPT Z27 interchanged with Z43,714.7833333,P808864,"Removal of coupling Z43 on ICCP TOP B, POKA YOKE design to prevent B3 ICCP Z27 not connected.  ",Open,015,B2 - Materials quality/ Upstream quality,FC-057,kbecelae,marpas,ccoskun,,FC-014 Thermal architecture; FC-057 EC&I Infrastructure,TRUE,FC-057 | FC-014 Thermal architecture; FC-057 EC&I Infrastructure,,,,,211001060,Disturbance notif.,FC-003 WS,,FC-003 WS,NXT4:1980FI,FC-003,211001060,FC-057,Official_AIR,11.91305555555555
NXT1980FI,M4487561_T,MS02B,211000217,HILTT Tool leaking,Tool incomplete,3.616666667,P791635,Hiltt kit tooling shortage,Open,057,B4 - Defect/Incompl/Calibrate Toolcabin,,riraijma,riraijma,,,FC-014 Thermal architecture; FC-057 EC&I Infrastructure,FALSE,FC-014 Thermal architecture; FC-057 EC&I Infrastructure,FC-057,0.032799232,FC-057:0.033; FC-014:0.007,Low,,,,,,,,,FC-057,Artificial_Issue_Owner,0.060277778
NXT1980FI,M4487561_T,MS02B,211000217,HILTT Tool leaking,Tool incomplete,3.616666667,P699157,B4 - Tooling not available / Defect / incomplete NXT 2023,Open,057,B4 - Defect/Incompl/Calibrate Toolcabin,,roverhap,thvander,,,FC-014 Thermal architecture; FC-057 EC&I Infrastructure,FALSE,FC-014 Thermal architecture; FC-057 EC&I Infrastructure,FC-057,0.053737776,FC-057:0.054; FC-014:0.007,Low,,,,,,,,,FC-057,Artificial_Issue_Owner,0.060277778
NXT1980FI,M25947214_T,MS11,210969891,WBST NOK - LR & UR small pads,swapped LR and UR EE,1250.6,P335411,Sustapeek Introduction to Mk5-7,Open,012,B2 - Materials quality/ Upstream quality,FC-001,rovoets,wbobrows,nschmitz,,,FALSE,FC-001,,,,,,,,,,,,,FC-001,Official_AIR,20.84333333333333
NXT1980FI,M20447000_T,MS03-06,211163440,QGMEPF,Particle extraction flow NOK,51.7,,,,038,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,211163440,Disturbance notif.,FC-038 OCC,5. Incident,FC-038 OCC,NXT4:1980FI,FC-038,211163440,FC-038,Bucketing_App_Owner,0.8616666666666667
NXT1980FI,M327444_T,MS03-06,210900685,Unable to load file_DD-012D,Not loading the file,89.93333333,,,,004,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,210900685,Disturbance notif.,FC-004 RS,5. Incident,FC-004 RS,NXT4:1980FI,FC-004,210900685,FC-004,Bucketing_App_Owner,1.4988888888888883
NXT1980FI,M327432_T,MS03-06,211089073,PWPE NOK RS Scanning,Repeat DN made my mistake,0,,,,004,B3 - Logging redundant or unnecessary,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-004,MOID,0
NXT1980FI,M4583769_T,MS09,210737568,CCT491.ADJ TCTM - Failed - DN-0B50,Files had wrong permissions,0,,,,014,B7 - Procedure issue,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-014,MOID,0
NXT1980FI,M2081495_T,MS03-06,210900485,Order ReMa MK5 for ReMa Replacement,Low stock RM MK5,130.85,,,,009,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-009,MOID,2.180833333333333
NXT1980FI,M615532_T,MS,210929503,VMI material needed,VMI Material quality NOK,0,,,,024,B0 - Undefined,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-024,MOID,0
NXT1980FI,M7409087_T,MS02B,211019914,PAAC/PADC in RS1RC off,rs interlock blue,23.33333333,,,,057,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,211019914,Disturbance notif.,FC-004 RS,,FC-004 RS,NXT4:1980FI,FC-004,211019914,FC-004,Bucketing_App_Owner,0.38888888888888834
NXT1980FI,M3021753_T,MS03-06,211106098,Chk WT EP VAC_PWCV - OOS - Preclamp  vac,WVACI pressure too high,287.45,,,,003,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,211106098,Disturbance notif.,FC-057 CT,6. Incident - Solved,FC-057 CT,NXT4:1980FI,FC-057,211106098,FC-057,Bucketing_App_Owner,4.7908333333333335
NXT1980FI,M271767_T,MS14A,210688687,prep_shipment got stuck,unknown,78.01666667,,,,024,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,210688687,Disturbance notif.,FC-027 SUS,,FC-027 SUS,NXT4:1980FI,FC-027,210688687,FC-027,Bucketing_App_Owner,1.3002777777777783
NXT1980FI,M5269324_T,MS03-06,210897796,ZLFP - OOS - DAM delay VT,'DAM delay VT' NOK,5.816666667,P757381,"Measured average delay invalid with default DAM trigger delay MC, change to non-design constant.",Aborted,007,B8 - Design (HW/SW),FC-007,jizhao,robiburg,,P672412,FC-007 Level sensor,TRUE,FC-007 | FC-007 Level sensor,,,,,210897796,Disturbance notif.,FC-007 LS/AG,7. Structural - added to AIR,FC-007 LS/AG,NXT4:1980FI,FC-007,210897796,FC-007,Official_AIR,0.096944444
NXT1980FI,M5269324_T,MS03-06,211225209,ZLFP - OOS - DAM Delay Verification,DAM delay NOK,61.35,P757381,"Measured average delay invalid with default DAM trigger delay MC, change to non-design constant.",Aborted,007,B8 - Design (HW/SW),FC-007,jizhao,robiburg,,P672412,FC-007 Level sensor,TRUE,FC-007 | FC-007 Level sensor,,,,,,,,,,,,,FC-007,Official_AIR,1.0225
NXT1980FI,M25947214_T,MS11,211218050,WBST - OOS - Repeating NOK defects,Contamination,219.5666667,,,,012,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,211218050,Disturbance notif.,FC-001 WH,,FC-001 WH,NXT4:1980FI,FC-001,211218050,FC-001,Bucketing_App_Owner,3.6594444444444503
NXT1980FI,M594896_T,MS02B,210769781,GF Init  - Failed - GF-61E1,MFC XCDA unit 3 NOK,984.9,,,,002,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-002,MOID,16.415
NXT1980FI,M7543742_T,MS02B,211018101,BGSCLA - OOS - Bracket Resonance,mounting lens accelerometer NOK,76.71666667,P705877,B3 - Work Center SP Man Power issues '23,Aborted,032,B2 - Materials quality/ Upstream quality,,wolinden,robibakk,,,,FALSE,,,,,NoEvidence,211018101,Disturbance notif.,FC-032 AM/DY,7. Structural - added to AIR,FC-032 AM/DY,NXT4:1980FI,FC-032,211018101,FC-032,Bucketing_App_Owner,1.2786111111111116
NXT1980FI,M20873245_20873543_T,MS,210911660,UPDT - NOK,General contamination,364.4833333,P705899,B3 - [Data Gathering] - Work Center SP contamination issues without clear root cause,Open,032,B3 - Material damaged contaminated lost,,robibakk,robibakk,,,,FALSE,,,,,NoEvidence,210911660,Disturbance notif.,FC-032 AM/DY,7. Structural - added to AIR,FC-032 AM/DY,NXT4:1980FI,FC-032,210911660,FC-032,Bucketing_App_Owner,6.074722222222217
NXT1980FI,M322534_T,MS03-06,210803836,ZTTO.01 - Failed - RH-0002,Software hiccup,100.85,,,,002,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-002,MOID,1.6808333333333332
NXT1980FI,M269778_T,MS03-06,210925844,Lost ball during swap actions,Fastener not secured during HW action,312.4333333,,,,005,B3 - Skills / training needed,,,,,,,FALSE,,,,,NoEvidence,210925844,Disturbance notif.,FC-005 AL/WA,6. Incident - Solved,FC-005 AL/WA,NXT4:1980FI,FC-005,210925844,FC-005,Bucketing_App_Owner,5.207222222222216
NXT1980FI,M1930810_T,MS02B,210802506,IRIS restriction valve NOK,adjustment pin missing in Iris valve,55.76666667,,,,012,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-012,MOID,0.9294444444444451
NXT1980FI,M309258_T,MS,210676359,ENEI.07 - Failed -  WP-2C1B,C1 X and Y speed too high,3723.866667,P725267,ENEI goes outside of allowed WET range (MMDC),Aborted,065,B8 - Design (HW/SW),FC-065,dmeukens,klooij,,P732199,,FALSE,FC-065,,,,,,,,,,,,,FC-065,Official_AIR,62.06444444
NXT1980FI,M309258_T,MS,210676359,ENEI.07 - Failed -  WP-2C1B,C1 X and Y speed too high,3723.866667,P732199,[XLD NXT] ENEI goes outside of allowed WET range (MMDC),Open,065,B8 - Design (HW/SW),FC-065,dsantbri,bherrema,,,FC-065 Grid and SPM,TRUE,FC-065 | FC-065 Grid and SPM,,,,,,,,,,,,,FC-065,Official_AIR,62.06444444
NXT1980FI,M2281751_T,MS14A,210881299,ELEC BACK DOOR SCRATCHED,Scratches on back door,0,P739184,B3 - Capa/Skills - System Integration NXT - Q1 '24,Closed,022,B3 - Material damaged contaminated lost,,wibaselm,wibaselm,,,,FALSE,,,,,NoEvidence,210881299,Disturbance notif.,FC-022 EI-Mains,7. Structural - added to AIR,FC-022 EI-Mains,NXT4:1980FI,FC-022,210881299,FC-022,Bucketing_App_Owner,0
NXT1980FI,M20916135_T,MS,211159106,Startup drivers - Failed -  GF-C885,Init driver failing due to LCWC tripped,157.65,,,,063,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,211159106,Disturbance notif.,FC-057 CT,5. Incident,FC-057 CT,NXT4:1980FI,FC-057,211159106,FC-057,Bucketing_App_Owner,2.6275
NXT1980FI,M322534_T,MS03-06,211213741,LP2 not reading  reticles,LCBCR CAMERA not aligned,370.1833333,,,,002,B0 - Undefined,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-002,MOID,6.169722222222217
NXT1980FI,M322325_T,MS02B,211144325,Init RH - Failed - RG-0115,Kink in vacuum hose,110.3333333,,,,002,B3 - Procedure / process is not followed,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-002,MOID,1.8388888888888835
NXT1980FI,M281066_T,MS02B,211118072,CDA Z10 connection damaged,z10 on IH UPW was damaged,0,P809138,B3 SI - C&T related issues.,Aborted,014,B3 - Material damaged contaminated lost,,marpas,marpas,,,FC-014 Thermal architecture; FC-057 EC&I Infrastructure,FALSE,FC-014 Thermal architecture; FC-057 EC&I Infrastructure,FC-057,0.11722343184304602,FC-057:0.117; FC-014:0.034,High,,,,,,,,,FC-057,Artificial_Issue_Owner,0
